EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
744239,NORTHERN QUEENS (ZONE), ,03/07/2018,200,Winter Weather, , ,0,0,0,0,NY,EST-5, ,124011,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,03/07/2018,2100, , , , ,"The FAA Contract Observer at LaGuardia Airport reported 1.7 inches of snow.","A strong low pressure system developed along the Middle Atlantic coast during the morning of Wednesday, March 7, 2018. The low tracked along the coast through the early morning hours on Thursday, March 8, 2018. The storm brought heavy wet snow, strong gusty winds, and even some thundersnow to southeast New York. Snowfall rates ranged from 1 to 3 inches per hour at times in the heaviest snow bands.",139
745254,NORTHERN QUEENS (ZONE), ,03/13/2018,0,Winter Weather, , ,0,0,0,0,NY,EST-5, ,124182,Z,176,OKX,0,0,Trained Spotter, , , , , , , , ,03/13/2018,1330, , , , ,"Trained spotters and the public reported 2 to 4 inches of snow.","A strong area of low pressure tracked well offshore of the eastern seaboard, but tracked   close enough to eastern Long Island to bring heavy snow bands during the morning and early afternoon on Tuesday, March 13, 2018.  Snowfall rates were 1 to 2 inches per hour at times in the morning across eastern Long Island. A deep upper level trough over the northeast also aided in bringing lighter snow over the Lower Hudson Valley and portions of New York City, despite the low pressure tracking several hundred miles off the coast.",140
745293,BRONX (ZONE), ,03/21/2018,500,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,73,OKX,0,0,Park/Forest Service, , , , , , , , ,03/22/2018,500, , , , ,"The Bronx Zoo reported 8.1 inches of snow and the public reported 8.5 inches of snow in Morris Park.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",141
745298,NORTHERN QUEENS (ZONE), ,03/21/2018,500,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,176,OKX,0,0,Trained Spotter, , , , , , , , ,03/22/2018,500, , , , ,"Trained spotters, social media, and the FAA Contract Observer at La Guardia Airport reported 9 to 14 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",142
745299,SOUTHERN QUEENS (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,178,OKX,0,0,Trained Spotter, , , , , , , , ,03/22/2018,700, , , , ,"Trained spotters, social media, and the FAA Contract Observer at John F. Kennedy Airport reported 8 to 15 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",143
745303,RICHMOND (STATEN IS.) (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,74,OKX,0,0,Social Media, , , , , , , , ,03/22/2018,500, , , , ,"Social Media and the public reported 7 to 14 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",144
745302,KINGS (BROOKLYN) (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,75,OKX,0,0,Social Media, , , , , , , , ,03/22/2018,600, , , , ,"Social Media and trained spotters reported 7 to 13 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",145
745301,NEW YORK (MANHATTAN) (ZONE), ,03/21/2018,600,Heavy Snow, , ,0,0,0,0,NY,EST-5, ,124192,Z,72,OKX,0,0,Official NWS Observations, , , , , , , , ,03/22/2018,430, , , , ,"The Official NWS Observation at Central Park reported 8.4 inches of snow. Law enforcement in Gramercy Park reported 10.0 inches of snow.","A large and slow moving low pressure developed along the Middle Atlantic coast on Wednesday, March 21st and moved slowly north and east along the coast through Thursday, March 22nd. Moderate to heavy snow bands moved across Long Island and New York City with lighter snow across the Lower Hudson Valley. The heaviest snow occurred in New York City and Long Island Wednesday night into early Thursday morning. The highest snowfall rates occurred on Long Island with generally 2 to 4 inches per hour at times. The NWS official observation at the Islip Airport indicated a snowfall rate of 5 inches per hour between 9pm and 10pm on March 21st with around 9 inches of snow falling from 8pm to 10pm. Within these heavier bands, near-blizzard conditions occurred with visibilities one quarter mile or less and winds gusting 30 to 35 mph.",146
750918,BRONX (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,73,OKX,0,0,CoCoRaHS, , , , , , , , ,04/02/2018,1200, , , , ,"CoCoRaHS, COOP Observer, and the public reported 4 to 6 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",147
750931,RICHMOND (STATEN IS.) (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,74,OKX,0,0,CoCoRaHS, , , , , , , , ,04/02/2018,1100, , , , ,"CoCoRaHS reported 2 to 5 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",148
750928,SOUTHERN QUEENS (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,178,OKX,0,0,Official NWS Observations, , , , , , , , ,04/02/2018,1100, , , , ,"The Official NWS observation at John F. Kennedy International Airport was 3.7 inches of snowfall. Amounts across southern Queens ranged from 3 to 6 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",149
750927,NORTHERN QUEENS (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,176,OKX,0,0,Official NWS Observations, , , , , , , , ,04/02/2018,1100, , , , ,"The Official NWS Observation at LaGuardia Airport was 5.5 inches of snowfall. Amounts across northern Queens ranged from 4 to 6 inches with isolated higher amounts to 6.5 inches in the Whitestone and Bayside area.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",150
750920,NEW YORK (MANHATTAN) (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,72,OKX,0,0,Official NWS Observations, , , , , , , , ,04/02/2018,1100, , , , ,"The official NWS Observation at Central Park was 5.5 inches of snowfall. Amounts across Manhattan ranged from 3 to 6 inches of snow as reported by trained spotters, CoCoRaHS, and Law Enforcement.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",151
750919,BRONX (ZONE), ,04/02/2018,500,Winter Weather, , ,0,0,0,0,NY,EST-5, ,125209,Z,73,OKX,0,0,Trained Spotter, , , , , , , , ,04/02/2018,1100, , , , ,"Trained spotters and the public reported 4 to 5 inches of snowfall.","Waves of low pressure moved along a stalled frontal boundary across the Middle Atlantic. Moderate to heavy snow fell during the morning commute across southeast New York. Snowfall rates reached 1 inch per hour at times. Daily record snowfall amounts were set at Central Park (5.0 inches), LaGuardia (5.5 inches), Kennedy (3.7 inches), and Islip (4.6 inches) for April 2nd.",152
747194,SOUTHERN QUEENS (ZONE), ,04/04/2018,1700,Strong Wind,45.00, ,0,0,10000,0,NY,EST-5,MG,124275,Z,178,OKX,0,0,ASOS, , , , , , , , ,04/04/2018,1900, , , , ,"The ASOS at JFK International Airport reported a wind gust of 52 mph at 528 pm.","Strong winds occurred ahead of and behind a cold front.",153
749697,BRONX CO.,SPUYTEN DUYVIL,04/16/2018,623,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,5,OKX,0,0,Social Media,Heavy Rain, , ,0.67,NE,0.65,NE,SPUYTEN DUYVIL,04/16/2018,1045,40.8871,-73.9114,40.8877,-73.9109,"The Henry Hudson Parkway was closed at West 237th Street in Riverdale due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",154
749699,RICHMOND CO.,RICHMOND VLY,04/16/2018,739,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,85,OKX,0,0,Broadcast Media,Heavy Rain, , ,0.55,S,0.52,ESE,HUGUENOT,04/16/2018,1045,40.5122,-74.2517,40.5243,-74.1997,"Staten Island Railway service was suspended in both directions between Tottenville and Huguenot due to flooding at Richmond Valley.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",155
750905,BRONX CO.,FORDHAM,04/16/2018,845,Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,5,OKX,0,0,River/Stream Gage,Heavy Rain, , ,0.55,SSE,0.63,SSE,FORDHAM,04/16/2018,2100,40.863,-73.875,40.863,-73.874,"The Bronx River at the New York Botanical Garden rose above its flood stage of 3.0 feet at 9:45am EDT, crested at a height of 4.24 feet at 4:00pm EDT, and fell below flood stage at 10:00pm EDT. The crest of 4.24 feet is above major flood stage.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",156
749702,NEW YORK CO.,CENTRAL PARK,04/16/2018,847,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,61,OKX,0,0,Social Media,Heavy Rain, , ,3.2,N,3.18,N,CENTRAL PARK,04/16/2018,1045,40.8264,-73.951,40.8268,-73.9506,"The subway station at 145th Street and Broadway was flooded in Manhattan.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",157
750100,BRONX (ZONE), ,04/16/2018,900,Strong Wind,38.00, ,0,0,50000,0,NY,EST-5,MG,125062,Z,73,OKX,0,0,Emergency Manager, , , , , , , , ,04/16/2018,1100, , , , ,"Around 1030 am, a tree was knocked down closing all northbound lanes of the Bronx River Parkway at East Gunhill Road per emergency management.","Strong winds occurred ahead of deep low pressure and associated warm front.",158
749709,NEW YORK CO.,CENTRAL PARK,04/16/2018,1011,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,61,OKX,0,0,Law Enforcement,Heavy Rain, , ,4.78,N,4.88,N,CENTRAL PARK,04/16/2018,1045,40.849,-73.9431,40.8491,-73.944,"The northbound lanes of the Henry Hudson Parkway were closed at 178th Street in Washington Heights due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",159
749711,NEW YORK CO.,CENTRAL PARK,04/16/2018,1013,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,61,OKX,0,0,Emergency Manager,Heavy Rain, , ,1.74,NW,1.77,NW,CENTRAL PARK,04/16/2018,1045,40.7958,-73.976,40.7962,-73.9771,"The southbound lanes of the Henry Hudson Parkway were closed at West 96th Street in Bloomingdale due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",160
749712,QUEENS CO.,WOODSIDE,04/16/2018,1027,Flash Flood, , ,0,0,0,0,NY,EST-5, ,125008,C,81,OKX,0,0,Broadcast Media,Heavy Rain, , ,1.47,NE,1.57,NE,WOODSIDE,04/16/2018,1045,40.7668,-73.9029,40.7673,-73.9039,"The Grand Central Parkway was closed in both directions at 48th Street in Astoria due to flooding.","Heavy rainfall developed across the area on the morning of April 16th ahead of a slow moving warm front. This rain developed in an environment with precipitable water values greater than 1.25 inches, well above normal for mid April. Rainfall totals generally ranged from 1.5 to 3.5 inches across much of New York City and the Lower Hudson Valley, with the majority of the rain falling in a 3-4 hour period. This resulted in flash flooding across the region.",161
756760,NEW YORK CO.,CENTRAL PARK,05/15/2018,1620,Thunderstorm Wind,61.00, ,0,0,4000,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Amateur Radio, , , ,1.05,W,1.05,W,CENTRAL PARK,05/15/2018,1620,40.78,-73.97,40.78,-73.97,"Trees down along the Hudson River Drive at 158th Street.  Boat basin area lanes blocked.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",162
756761,NEW YORK CO.,CENTRAL PARK,05/15/2018,1621,Thunderstorm Wind,70.00, ,0,0,0,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Amateur Radio, , , ,1.05,W,1.05,W,CENTRAL PARK,05/15/2018,1621,40.78,-73.97,40.78,-73.97,"Scaffold Collapse and Flying Debris (Corrugated metal panels) from building under construction on 133rd Street and Broadway.  Several injuries reported.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",163
756763,NEW YORK CO.,CENTRAL PARK,05/15/2018,1625,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Social Media, , , ,1.71,WNW,1.71,WNW,CENTRAL PARK,05/15/2018,1625,40.79,-73.98,40.79,-73.98,"A tree down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",164
756766,QUEENS CO.,FLUSHING,05/15/2018,1625,Thunderstorm Wind,61.00, ,0,0,10000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Social Media, , , ,1.48,SSE,1.48,SSE,FLUSHING,05/15/2018,1625,40.73,-73.82,40.73,-73.82,"Multiple Trees down on cars on 70th Avenue between Main Street and 147th Street.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",165
756777,QUEENS CO.,WOODSIDE,05/15/2018,1625,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Public, , , ,2.14,NNE,2.14,NNE,WOODSIDE,05/15/2018,1625,40.78,-73.91,40.78,-73.91,"At 24th Avenue and 23rd Street, a tree down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",166
756765,NEW YORK CO.,CENTRAL PARK,05/15/2018,1625,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,124185,C,61,OKX,0,0,Broadcast Media, , , ,1.48,NNW,1.48,NNW,CENTRAL PARK,05/15/2018,1625,40.8,-73.96,40.8,-73.96,"Large tree limb down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",167
756769,QUEENS CO.,FLUSHING ARPT,05/15/2018,1627,Thunderstorm Wind,61.00, ,0,0,15000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Social Media, , , ,0.69,N,0.69,N,FLUSHING ARPT,05/15/2018,1627,40.79,-73.82,40.79,-73.82,"Tree down on a house on 146th Street and 15th Avenue.|Large tree branch down on car at 146th Street and 13th Avenue.  Wires also down.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",168
756770,QUEENS CO.,WOODSIDE,05/15/2018,1629,Thunderstorm Wind,52.00, ,0,0,1000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Social Media, , , ,2.07,N,2.07,N,WOODSIDE,05/15/2018,1629,40.78,-73.92,40.78,-73.92,"A large tree limb down on 24th Avenue between 21st and 23rd streets.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",169
756772,QUEENS CO.,CORONA,05/15/2018,1631,Thunderstorm Wind,52.00, ,0,0,3000,0,NY,EST-5,EG,124185,C,81,OKX,0,0,Trained Spotter, , , ,1.25,WNW,1.25,WNW,CORONA,05/15/2018,1631,40.76,-73.89,40.76,-73.89,"Several limbs down on 77th Street between 31st and 32nd Avenue in Jackson Heights.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",170
756774,KINGS CO.,BROOKLYN,05/15/2018,1633,Thunderstorm Wind,52.00, ,0,0,5000,0,NY,EST-5,EG,124185,C,47,OKX,0,0,Social Media, , , ,2.95,NW,2.95,NW,BROOKLYN,05/15/2018,1633,40.68,-73.97,40.68,-73.97,"Tree down on parked cars on Lincoln Place between 7th Avenue and 8th Avenue in Park Slope.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",171
756778,KINGS CO.,BROOKLYN,05/15/2018,1635,Thunderstorm Wind,52.00, ,0,0,5000,0,NY,EST-5,EG,124185,C,47,OKX,0,0,Broadcast Media, , , ,3.44,WNW,3.44,WNW,BROOKLYN,05/15/2018,1635,40.67,-73.99,40.67,-73.99,"A tree on car on Saint John's Place in Park Slope.","An approaching cold front triggered numerous severe thunderstorms over southeastern New York. These storms produced 3 tornadoes in the Lower Hudson Valley, as well as microbursts and macroburts.",172
764705,KINGS CO.,BROOKLYN,06/28/2018,1738,Flash Flood, , ,0,0,0,0,NY,EST-5, ,127563,C,47,OKX,0,0,Social Media,Heavy Rain, , ,0.88,SSE,0.88,SSE,BROOKLYN,06/28/2018,1819,40.6376,-73.9266,40.6382,-73.9264,"The junction of Kings Highway and East 53rd Street was closed due to flooding in East Flatbush.","Convection developed out ahead of an approaching cold front in a high precipitable water environment (around 2 inches based on the 12Z 6/28 OKX sounding), leading to isolated flash flooding across parts of Queens and Brooklyn. Close to one inch of rain fell in a short period of time over these areas.",173
764719,QUEENS CO.,SPRINGFIELD GARDENS,06/28/2018,1747,Flash Flood, , ,0,0,0,0,NY,EST-5, ,127563,C,81,OKX,0,0,Social Media,Heavy Rain, , ,1.33,SW,1.28,SW,SPRINGFIELD GARDENS,06/28/2018,1819,40.6657,-73.7871,40.6656,-73.789,"South Conduit Avenue was closed due to flooding under the JFK Expressway near JFK Airport.","Convection developed out ahead of an approaching cold front in a high precipitable water environment (around 2 inches based on the 12Z 6/28 OKX sounding), leading to isolated flash flooding across parts of Queens and Brooklyn. Close to one inch of rain fell in a short period of time over these areas.",174
764720,QUEENS CO.,LONG IS CITY,06/28/2018,1749,Flash Flood, , ,0,0,0,0,NY,EST-5, ,127563,C,81,OKX,0,0,Social Media,Heavy Rain, , ,0.45,N,0.52,NNW,LONG IS CITY,06/28/2018,1819,40.7365,-73.9313,40.7365,-73.9321,"Greenpoint Avenue was closed due to flooding at Borden Avenue in Sunnyside.","Convection developed out ahead of an approaching cold front in a high precipitable water environment (around 2 inches based on the 12Z 6/28 OKX sounding), leading to isolated flash flooding across parts of Queens and Brooklyn. Close to one inch of rain fell in a short period of time over these areas.",175
769801,NORTHERN QUEENS (ZONE), ,06/29/2018,1400,Heat, , ,1,0,0,0,NY,EST-5, ,128328,Z,176,OKX,0,0,Broadcast Media, , , , , , , , ,06/29/2018,1700, , , , ,"A 71 year old man was found dead in the driver's seat of a vehicle at 345 pm in Whitestone. Hyperthermia was the cause per an autopsy. Heat indices were in the lower to mid 90s.","High pressure to the south pumped hot and humid air northward across the area.",176
775523,KINGS CO.,HOMECREST,07/17/2018,1345,Funnel Cloud, , ,0,0,0,0,NY,EST-5, ,129439,C,47,OKX,0,0,Emergency Manager, , , ,2.07,N,2.07,N,HOMECREST,07/17/2018,1345,40.61,-73.95,40.61,-73.95,"Funnel cloud sighted over New York Harbor.","A cold front approached from the west and brought a line with isolated severe thunderstorms across Westchester County.",177
773482,NEW YORK CO.,CENTRAL PARK,07/17/2018,1530,Flash Flood, , ,0,0,0,0,NY,EST-5, ,129017,C,61,OKX,0,0,Department of Highways,Heavy Rain, , ,1.5,SSW,1.15,SSW,CENTRAL PARK,07/17/2018,1602,40.7591,-73.9579,40.7595,-73.9589,"FDR Drive was closed due to flooding between 61st Street and 96th Street in Manhattan.","Showers and thunderstorms developed in a moist and unstable airmass ahead of an approaching cold front, leading to isolated flash flooding across parts of the New York City Metro area. Precipitable water values during the afternoon were around 2 inches, and the ASOS in Central Park recorded 2.22 inches of rain, the majority of which fell within a 2-3 hour period.",178
775714,NEW YORK CO.,CENTRAL PARK,07/17/2018,1532,Flash Flood, , ,0,0,0,0,NY,EST-5, ,129017,C,61,OKX,0,0,Department of Highways,Heavy Rain, , ,1.43,SSW,1.44,SSW,CENTRAL PARK,07/17/2018,1602,40.7602,-73.9579,40.761,-73.9565,"All lanes blocked on the northbound ramp to the FDR Drive and East 62nd Street in Manhattan due to flooding.","Showers and thunderstorms developed in a moist and unstable airmass ahead of an approaching cold front, leading to isolated flash flooding across parts of the New York City Metro area. Precipitable water values during the afternoon were around 2 inches, and the ASOS in Central Park recorded 2.22 inches of rain, the majority of which fell within a 2-3 hour period.",179
776640,RICHMOND CO.,WILLOWBROOK,07/27/2018,1600,Thunderstorm Wind,52.00, ,0,0,7500,0,NY,EST-5,EG,129649,C,85,OKX,0,0,Emergency Manager, , , ,0.69,S,0.69,S,WILLOWBROOK,07/27/2018,1600,40.59,-74.17,40.59,-74.17,"There were multiple reports of downed power lines across Staten Island.","A passing cold front triggered an isolated severe thunderstorm over Orange County and Staten Island.",180
776644,RICHMOND CO.,CASTLETON CORNERS,07/27/2018,1608,Thunderstorm Wind,52.00, ,0,0,7500,0,NY,EST-5,EG,129649,C,85,OKX,0,0,Broadcast Media, , , ,0.89,SSE,0.89,SSE,CASTLETON CORNERS,07/27/2018,1608,40.6091,-74.1212,40.6091,-74.1212,"A tree was reported down on a car along Manor Road.","A passing cold front triggered an isolated severe thunderstorm over Orange County and Staten Island.",181
773500,RICHMOND CO.,OAKWOOD HGTS,07/27/2018,1610,Flash Flood, , ,0,0,0,0,NY,EST-5, ,129024,C,85,OKX,0,0,Broadcast Media,Heavy Rain, , ,1.32,SSW,1.27,SSW,OAKWOOD HGTS,07/27/2018,1700,40.5526,-74.1405,40.5538,-74.1385,"Portions of Amboy Road and Ainsworth Avenue closed due to flooding in the Bay Terrace section of Staten Island with emergency personnel responding to a water rescue on Amboy Road.","Showers and thunderstorms developed out ahead of an approaching cold front and stalled over parts of Brooklyn and Staten Island, producing anywhere from 1-4.5 inches of rain in a matter of hours. The heaviest rain fell across Staten Island, where a mesonet in New Dorp Beach recorded 4.37 inches of rain. This resulted in numerous reports of flash flooding.",182
776645,RICHMOND CO.,MIDLAND BEACH,07/27/2018,1610,Thunderstorm Wind,52.00, ,0,0,10000,0,NY,EST-5,EG,129649,C,85,OKX,0,0,Broadcast Media, , , ,1.48,NNW,1.48,NNW,MIDLAND BEACH,07/27/2018,1610,40.59,-74.11,40.59,-74.11,"A tree was reported down on a house.","A passing cold front triggered an isolated severe thunderstorm over Orange County and Staten Island.",183
